被评人工号,一级组织,二级组织,三级组织,四级组织,五级组织,六级组织,被评人问卷,关系,评估人工号,理解公司战略并洞察本领域的内外部环境，识别风险点和挖掘业务增长的机会点,根据年度战略规划进行系统思考，梳理本部门的策略和重点工作事项，并制定具体可执行的计划,根据部门重点工作目标和资源现状，平衡效益和风险，在工作中做出正确判断和行动，快速推动战略落地,主动识别和记录业务管理中遇到的问题和挑战，创造性地提出改进设想并推动落地,在日常工作中，积极采取新措施和尝试新方法，持续提升工作效率,积极倾听部门成员的创新想法，建立激励机制，奖励成功实施创新想法的个人或团队，同时认可那些虽未成功但勇于尝试的创新行为,主动地学习、理解和尊重不同文化，持续提升自身的国际化视野,认识到不同视角、立场或文化带来的价值和风险，结合对各地区差异的理解，形成合理的管理机制,有效地发挥跨部门影响力，链接跨部门资源，推进复杂问题的解决,把响应客户需求作为首要任务，积极倾听，快速响应内外部客户的需求,帮助内外部客户解决问题，确保最终的产品或服务让客户满意,深入洞察，持续跟踪内外部客户需求及满足情况，建立稳定良好的客户关系,主动探索和学习本领域相关的数字化技术、AI等，引入至部门工作中，有效提升工作效率,积极参与公司数字化项目，助力公司数字化变革成功,根据部门目标，制定部门内部及跨部门的工作流程和沟通协作机制，促进工作高效开展,梳理部门成员能力现状，合理规划人才队伍，建立人才梯队,为部门设立高绩效标准，通过授权、激励、辅导等形式，挖掘员工潜力，带领部门持续打胜仗,在部门内营造良好的学习氛围，结合部门需求与员工的发展意愿，为团队成员提供多样的学习和挑战机会,对员工表现给予及时反馈，表扬优秀与进步，对于不足之处提供合理的改进建议，从而帮助员工持续提升工作表现与能力,主动识别需要完成的任务并积极采取行动，不会被动等待他人的要求,以结果为导向，并能够在过程中合理规划人力、时间、预算等各项资源，及时跟进落地情况，不断推动结果达成,深刻理解公司文化内涵，以身作则，积极践行并主动传播文化价值观，保持其日常行为与价值观导向高度一致,重视文化建设，关注员工体验，将部门日常工作与公司文化紧密结合，积极参与并推进文化传播活动，表彰积极践行文化的行为，在部门内营造良好的文化氛围,以坦诚精神、言出必行和公开透明的作风，建立与同事间的信赖和信任感，构建简单、互信、尊重、友爱的人际关系,自觉维护团结，能够顾全大局，多帮助多补位,树立“合规”意识，带头践行合规文化，将合规理念贯穿于日常经营行动的每一个环节,杜绝官僚主义作风，不拉帮结派，不搞权力斗争，不任人唯亲，不默认、纵容下属的任何迎合和奉承行为,树立道德高线，严守纪律底线,请列举2-3个您认为被评估人表现出色并值得他人学习的行为。,请指出2-3个您认为被评估人有可发展空间的方面，并提供具体的发展建议。,您对被评估人的其他建议？,司龄,年龄,直接下属人数,上一次晋升时间,一级序列,二级序列,去年年度绩效数据
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,自己,10009813,3,4,4,3,3,3,2,3,5,4,5,3,2,3,4,3,3,2,3,3,3,4,2,3,4,3,5,5,无,"1. 从“解决问题”转向“赋能团队”
通过提问引导员工思考，并建立清晰的决策边界（自主权、需报备的权限、不可触碰的红线）
2. 主动“向上管理”，对齐目标与资源
定期与上级沟通，确认“最关键的3个目标”并同步资源缺口。遇到困难时，带着方案（含利弊分析）和需要的支持去汇报，而不是只提问题
3. 建立团队“过程资产”，减少重复劳动
将常见流程、FAQ、复盘结论等沉淀为共享文档。这不仅能帮助新员工快速上手，还能让老员工明确权责、减少推诿
4. 主动用AI解决重复劳动
把团队耗时最多的重复任务列出来，试试看哪些能用AI完成（如写纪要、做PPT草稿、整理数据）",无,9,33,4,,营销,商务销售,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10016959,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,无,无,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10013962,5,4,4,4,5,4,5,4,4,5,5,5,4,5,5,4,4,5,5,5,4,5,4,5,5,5,5,4,"1、洞察能力强，专业覆盖面广；
2、踏实肯干，思维逻辑强。","1、压力大时，需要更加沉稳一些；
2、可以更多的往把握方向和策略上转移精力，安排具体事给相关同事。",多关注点团队能力建设以及团队个人能力提升,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10012340,4,4,4,4,4,4,5,3,5,3,3,4,4,3,4,5,4,3,4,3,4,4,4,5,5,3,4,5,逻辑清晰，思考事情从第一性原理出发,暂无,暂无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10011384,4,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,"洞察全面
市场行业了解的多",人际管理,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10009349,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,5,4,5,5,5,"1、能抓住问题的核心、逻辑推理能力强；
2、专业能力强、知识面广；",暂无,暂无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,上级,10001852,5,5,4,4,5,4,5,4,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,系统思考、逻辑表达、专业性出众,"需要更加耐心的去指导其他人
多关注员工的个人感受和情绪变化",无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,自己,10014051,5,5,5,4,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,在产品经理领导、项目管理领导缺失的情况下，主动担责，积极推动项目立项和产品立项、规划，有效的支持了研发项目推进。,中资出海相关方面需要学习,在部门承担过多职责的情况下，需要主动和领导沟通，积极推动部门减负,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10044353,3,4,5,4,3,3,4,4,4,3,4,5,,,,,,,,3,5,5,5,4,4,5,4,5,专业意见充分,前瞻性布局,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10044107,3,4,3,3,3,4,4,3,3,4,4,4,,,,,,,,3,3,3,4,4,3,4,5,5,思路清晰,对客户需求加强统计及根因追溯,需要更积极主动,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10043213,3,3,3,3,3,4,3,4,3,4,3,3,,,,,,,,4,4,5,4,4,4,4,4,4,组织变更，未产生过多工作交集,组织变更，未产生过多工作交集,组织变更，未产生过多工作交集,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10041712,4,4,4,5,4,5,5,5,4,4,4,4,,,,,,,,3,3,3,3,4,4,3,3,4,无,无,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10037538,5,4,5,3,5,4,5,5,4,5,4,5,,,,,,,,4,5,5,4,4,5,4,4,5,工作能力强，思维清晰，处事果断。,跨部门协调能力加强,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10034647,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,.,.,.,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10020583,5,4,4,4,5,3,5,5,4,5,5,5,,,,,,,,4,4,5,4,5,4,5,4,5,"1、前端招投标经验丰富，对产品配置掌握清晰；
2、了解公司流程，销售项目能及时给出合规解决方案。","1、除了前端的业务需求对接，涉及产品故障问题的解决方案，需要主要拉通产品线给出；
2、客户端设备施工安装方案上，要更优化贴近现场施工实际。",共同努力，加强解决方案与服务协同,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10017824,4,3,5,4,4,5,5,4,3,5,4,5,,,,,,,,3,4,5,4,4,5,5,4,5,"行业经验丰富，有较强的专业能力；
能洞察产品的问题和趋势；
团队管理较好，团队稳定性高","勇于承担，及时传递市场需求，并推进快速落地；
加强投标风险评估预判，识别高风险项目；
果断行事，快速行动，从追求效率向追求效能转变，执行到位",建立经营意识和长期主义，坚持做难而正确的事！,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10017245,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,好学,无,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10011707,3,4,3,3,3,3,1,2,3,3,3,4,,,,,,,,3,4,4,4,4,4,5,5,5,万能解决方案，有困难找他准能给你解决,无,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,协同方,10000638,5,5,4,4,4,4,5,5,4,4,5,5,,,,,,,,5,4,4,4,5,5,5,5,5,无,无,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,下级,10041281,5,5,5,5,5,5,3,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,"1、能很好执行跨部门沟通；
2、能很好梳理部门内部各项工作细节。",建议增加国际项目视野，同步带领团队提升国际化项目认知水平。,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,下级,10027727,4,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,为人谦和包容，待人真诚有温度，善于倾听下属想法，悉心指导成长，既是良师也是榜样。,做事严谨要求高，有时节奏偏快。可多增加沟通，多倾听团队不同意见，进一步提升团队归属感和工作积极性。,带头敬业，建议多带动大家劳逸结合，通过聚餐团建舒缓工作压力，营造轻松融洽的团队氛围。,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,下级,10026470,5,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,大局观，危机意识，服务意识,以身作则，平衡发展,无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,下级,10023785,4,5,4,5,4,4,3,3,4,5,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,5,"1、跨部门、跨公司协调资源能力强
2、情绪稳定，泰山崩于前而面不改色","1、团队管理经验不足
2、体察下属及时性不足",无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,下级,10015395,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"1、重视团队文化建设，关注员工状态
2、维护团队利益，带领团队前进","合理规划员工晋升路线
",暂无,6.1,33,5,,营销,技术营销,A
10014051,光储集团,充电事业部,国内销售部,国内FAE组,,,执行层,上级,10046425,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,4,4,5,4,4,工作踏实，经验丰富，团队管理成熟度高。,需要更积极的去承担一些本职工作以外的工作。,无,6.1,33,5,,营销,技术营销,A
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,自己,10013912,4,4,4,4,4,4,3,2,4,5,4,4,3,3,4,3,3,4,3,3,4,4,4,5,4,4,5,5,"1.责任心强，遇事敢担当；
2.工作态度积极肯干，稳重靠谱；","1.仍然有工程师思维，未站在更高的视角去思考和解决问题，多向直属领导学习她的思维的全面性；
2.战略规划思维还有较大发展空间，作为管理者，要有更长期的技术管理规划；",无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10046798,3,3,3,1,3,2,3,2,2,3,4,3,,,,,,,,4,3,3,2,4,3,4,2,4,为人处世比较好,暂无法评价,技术上要大胆尝试新的东西,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10036170,4,4,3,4,3,3,3,4,4,4,5,4,,,,,,,,4,4,3,4,4,3,4,5,5,能够坦然面对问题，积极承担部门问题进行改善,面对技术难点，需要有创新思维，解决问题速度需提升,解决问题需充分考虑影响项及后果，加快相应速度,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10035211,4,5,5,4,4,3,4,5,5,5,5,5,,,,,,,,5,4,5,5,5,5,5,5,5,认真负责，善于沟通,希望可以组织开展结构创新相关的工坊，对现有问题迁移使用其他领域的解决方案,暂无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10026789,3,3,4,3,3,2,4,2,3,3,3,2,,,,,,,,3,4,3,4,3,2,3,5,5,"1、对待下属比较友好，工作忙不过来能及时工作安排；
2、能主动下去帮助解决问题；",深入前端了解客户痛点问题，并解决,"1、深入本质分析问题，不能头疼医头，脚疼医脚；
2、需秉承客户需求至上的原则",6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10022517,3,3,3,3,3,4,4,3,4,3,4,3,,,,,,,,4,3,4,3,4,3,4,3,4,心态稳定，不急不燥,无,无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10015940,1,2,1,2,2,1,1,1,1,1,2,2,,,,,,,,1,2,2,1,2,2,2,2,5,。,专业务实。,积极主动。,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10015760,3,5,5,3,3,3,3,3,4,4,4,3,,,,,,,,4,4,4,5,4,4,5,5,5,"1. 能够以身作则，在项目需要情况下带领团队成员一起赶进度
2. 在项目多，交期紧迫，结构资源不足的情况下，能够合理安排资源，带领结构团队按时完成任务","1. 要提升团队成员工作任务、工作量的识别能力，和人员能力匹配识别，当前存在的一个问题，结构工程师任务重，一次做对率低，先抛开平台能力成熟情况的因素，需要解决团队成员工作计划合理性、工作流程执行到位、评审把关到位。
2. 建议识别管理工作的重点工作，做好优先级处理，减少或者不做或者不相关工作",无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10015675,3,3,2,3,3,3,2,3,3,3,3,4,,,,,,,,3,4,4,4,4,3,5,5,5,专业知识优秀，做事谨慎,暂无,暂无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10013915,3,4,3,3,3,4,4,4,3,3,5,5,,,,,,,,4,5,4,4,5,5,4,5,5,团队内部对外沟通耐心，,主动学习提升，扩充视野,尝试新工具，新方式，新思路,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,协同方,10006816,3,4,3,3,2,4,2,2,3,3,3,2,,,,,,,,3,4,5,5,4,4,5,5,5,不太清楚,与电气的协同,无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10047356,4,4,4,5,4,3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,5,"1.组织会议进行学习结构的原则，注重公司的规章制度
2.与下属平等对待，没有搞特殊对待","1.结构设计上面的专业性还有发展空间，希望可以通过了解下属的产品进行熟悉，从而能丰富自己的专业经验；
2.部门之间的协调的工作希望能解决下，下属经常需要进行跨部门的沟通协调，上面的流程没有打通",没有了,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10047165,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,"1.深刻理解公司文化内涵，以身作则；
2.积极倾听部门成员的创新想法；",暂时没有,暂时没有,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10045584,5,4,4,4,4,4,5,5,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,较好相处，没有架子。,暂无。,做好部门有效管理。,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10042204,4,4,4,4,4,3,3,4,4,5,5,5,3,4,4,5,4,3,5,4,5,5,4,5,5,5,5,5,"1.执行力强，能主动担责，不会一味责骂下属；
2.反馈问题能及时处理协调；
3.分析能力较强；","1.项目开展进行中更多参与设计，识别风险；
2.多多了解行业动态，友商技术创新等；",1.更多的参与团队技术建设，提高整体团队设计水平，多培训及评审,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10034804,5,5,5,5,5,4,4,5,4,4,5,5,3,4,4,4,4,5,5,5,5,5,5,4,4,5,4,5,责任心强 ；遇到问题不推脱,暂无,暂无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10026755,5,5,5,4,4,4,4,4,3,4,5,4,3,3,4,4,4,5,4,4,5,5,4,5,4,4,5,5,"主导协调外部资源帮忙分析生产出现的难题；
",可以带下项目更加了解公司的生产与制造的过程,无,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10016769,5,5,5,4,4,5,4,4,5,5,5,5,4,4,5,5,4,4,5,4,5,5,4,5,5,5,5,5,"1、不同项目结构雷区和风险及时总结并分享；
2、抗压能力强，遇事沉着冷静，不急躁；
3、为人宽厚，主动担责。","1、更多的发声，公开表达自己的观点，必要时据理力争；
2、率领大家把结构标准化尽早落地",多对大家提要求，督促大家一起进步,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10016149,5,5,4,5,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,5,5,4,5,5,"1、专业性强：如交流桩BOSS柱开裂，防水失效等等，会持续跟进到闭环，并在过程中能够提供专业的指导建议，与大家一起识别风险，解决问题；
2、主动担责：碰到问题时会主动跨部门沟通，积极拉通各个相关方，并跟进到问题解决；","提升权威性：结构设计主观性很大，导致结构是产品开发中最容易被挑战的一环，我们时常会听到很多“友好”的建议，但其实一些建议并不是很成熟，但对方又可能一直坚持自己的观点，导致我们会进行反复验证证明这个建议不可行，希望结构部门也能提高权威性，减少不必要的测试，同时又能说服提问的人；
",部门内部希望建预研项，当前项目更多是在做堆叠，重复性工作。建预研项多学习下前沿的技术，为未来的发展做技术储备。,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,下级,10016036,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,"1.做事有担当，遇到问题不推脱
2.沟通顺畅，能够遇事清楚沟通；
3.在意成本意识，各种维度考虑降本问题；","1.研发设计管理中增加雷区横向拉通次数；
2.根据痛点需求增加学习培训次数；",增加员工雷区问题互相分享经验,6.2,44,8,,产品与研发,结构,B+
10013912,光储集团,充电事业部,产品中心,研发中心,结构部,,执行层,上级,10013919,3,3,2,2,2,3,2,4,2,4,2,4,2,3,2,3,2,3,3,3,3,4,4,5,4,4,4,5,工作态度好，善于营造较好的团队氛围,系统思维要加强，改进优化需落地执行,无,6.2,44,8,,产品与研发,结构,B+
10013859,光储集团,营销体系,直销经营中心,国内直销,国内经营策略部,国内行销部,执行层,自己,10013859,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,本人深耕光储技术营销业务，具备扎实的逆变器、储能专业知识；擅长大基地项目投标研判、方案编制，主动参与体系建设、新人带教及课程开发，具备良好执行力、复盘能力与团队赋能意识。工作严谨负责，抗压能力强，能够高效完成重点项目攻坚。,一是高阶商务谈判经验有待积累；二是多任务并行时时间统筹仍需优化；三是后续将主动学习商务谈判技巧，优化工作优先级管理，加强供应链、交付流程学习，全面提升综合业务能力。,持续沉淀大基地项目经验，完善个人知识体系，向专业化、综合化高级技术营销方向进阶，为部门创造更高业务价值。,6.2,37,10,,营销,营销策略,B+
10013859,光储集团,营销体系,直销经营中心,国内直销,国内经营策略部,国内行销部,执行层,协同方,10022318,5,5,4,5,4,5,5,5,4,5,5,5,,,,,,,,5,4,5,5,5,5,5,4,5,做项目思路清晰,无,无,6.2,37,10,,营销,营销策略,B+
10013859,光储集团,营销体系,直销经营中心,国内直销,国内经营策略部,国内行销部,执行层,协同方,10019166,5,5,5,5,4,5,4,5,5,5,5,5,,,,,,,,4,5,5,4,5,5,5,4,5,无,无,无,6.2,37,10,,营销,营销策略,B+
10013859,光储集团,营销体系,直销经营中心,国内直销,国内经营策略部,国内行销部,执行层,协同方,10017582,4,5,5,4,4,5,3,4,5,5,5,5,,,,,,,,5,4,5,4,5,4,5,4,4,对方技术能力突出，能够精准理解业务诉求，定制化方案落地效果良好。对接人员专业耐心，主动跟进项目进展,推进新项目/新任务时，可提前做好风险预判与预案，增强兜底能力。,无,6.2,37,10,,营销,营销策略,B+
